ind_ID	long0	lat0	z0	i0	j0	temp0	sal0	xyz0	dev_stage0	ocean_ID0
11291	-66.7913	44.024	15	113	87	5.76969	32.99362	94.9605	1	1
11292	-66.7913	44.024	15	113	87	5.76969	32.99362	94.9605	1	1
11293	-66.7913	44.024	15	113	87	5.76969	32.99362	94.9605	1	1
11294	-66.7913	44.024	15	113	87	5.76969	32.99362	94.9605	1	1
11295	-66.7913	44.024	15	113	87	5.76969	32.99362	94.9605	1	1
11296	-66.7913	44.024	15	113	87	5.76969	32.99362	94.9605	1	1
11297	-66.7913	44.024	15	113	87	5.76969	32.99362	94.9605	1	1
11298	-66.7913	44.024	15	113	87	5.76969	32.99362	94.9605	1	1
11299	-66.7913	44.024	15	113	87	5.76969	32.99362	94.9605	1	1
11300	-66.7913	44.024	15	113	87	5.76969	32.99362	94.9605	1	1
11711	-66.7729	44.0722	15	114	88	4.65535	32.97912	90.0437	1	1
11712	-66.7729	44.0722	15	114	88	4.65535	32.97912	90.0437	1	1
11713	-66.7729	44.0722	15	114	88	4.65535	32.97912	90.0437	1	1
11714	-66.7729	44.0722	15	114	88	4.65535	32.97912	90.0437	1	1
11715	-66.7729	44.0722	15	114	88	4.65535	32.97912	90.0437	1	1
11716	-66.7729	44.0722	15	114	88	4.65535	32.97912	90.0437	1	1
11717	-66.7729	44.0722	15	114	88	4.65535	32.97912	90.0437	1	1
11718	-66.7729	44.0722	15	114	88	4.65535	32.97912	90.0437	1	1
11719	-66.7729	44.0722	15	114	88	4.65535	32.97912	90.0437	1	1
11720	-66.7729	44.0722	15	114	88	4.65535	32.97912	90.0437	1	1
12161	-66.7316	44.0865	15	115	88	2.59223	33.06053	94.9343	1	1
12162	-66.7316	44.0865	15	115	88	2.59223	33.06053	94.9343	1	1
12163	-66.7316	44.0865	15	115	88	2.59223	33.06053	94.9343	1	1
12164	-66.7316	44.0865	15	115	88	2.59223	33.06053	94.9343	1	1
12165	-66.7316	44.0865	15	115	88	2.59223	33.06053	94.9343	1	1
12166	-66.7316	44.0865	15	115	88	2.59223	33.06053	94.9343	1	1
12167	-66.7316	44.0865	15	115	88	2.59223	33.06053	94.9343	1	1
12168	-66.7316	44.0865	15	115	88	2.59223	33.06053	94.9343	1	1
12169	-66.7316	44.0865	15	115	88	2.59223	33.06053	94.9343	1	1
12170	-66.7316	44.0865	15	115	88	2.59223	33.06053	94.9343	1	1
12171	-66.7545	44.1205	15	115	89	4.95809	32.96534	81.4125	1	1
12172	-66.7545	44.1205	15	115	89	4.95809	32.96534	81.4125	1	1
12173	-66.7545	44.1205	15	115	89	4.95809	32.96534	81.4125	1	1
12174	-66.7545	44.1205	15	115	89	4.95809	32.96534	81.4125	1	1
12175	-66.7545	44.1205	15	115	89	4.95809	32.96534	81.4125	1	1
12176	-66.7545	44.1205	15	115	89	4.95809	32.96534	81.4125	1	1
12177	-66.7545	44.1205	15	115	89	4.95809	32.96534	81.4125	1	1
12178	-66.7545	44.1205	15	115	89	4.95809	32.96534	81.4125	1	1
12179	-66.7545	44.1205	15	115	89	4.95809	32.96534	81.4125	1	1
12180	-66.7545	44.1205	15	115	89	4.95809	32.96534	81.4125	1	1
12701	-66.6672	44.067	15	116	87	4.12316	32.94771	94.1546	1	1
12702	-66.6672	44.067	15	116	87	4.12316	32.94771	94.1546	1	1
12703	-66.6672	44.067	15	116	87	4.12316	32.94771	94.1546	1	1
12704	-66.6672	44.067	15	116	87	4.12316	32.94771	94.1546	1	1
12705	-66.6672	44.067	15	116	87	4.12316	32.94771	94.1546	1	1
12706	-66.6672	44.067	15	116	87	4.12316	32.94771	94.1546	1	1
12707	-66.6672	44.067	15	116	87	4.12316	32.94771	94.1546	1	1
12708	-66.6672	44.067	15	116	87	4.12316	32.94771	94.1546	1	1
12709	-66.6672	44.067	15	116	87	4.12316	32.94771	94.1546	1	1
12710	-66.6672	44.067	15	116	87	4.12316	32.94771	94.1546	1	1
12711	-66.69	44.1009	15	116	88	2.69731	33.02931	96.1616	1	1
12712	-66.69	44.1009	15	116	88	2.69731	33.02931	96.1616	1	1
12713	-66.69	44.1009	15	116	88	2.69731	33.02931	96.1616	1	1
12714	-66.69	44.1009	15	116	88	2.69731	33.02931	96.1616	1	1
12715	-66.69	44.1009	15	116	88	2.69731	33.02931	96.1616	1	1
12716	-66.69	44.1009	15	116	88	2.69731	33.02931	96.1616	1	1
12717	-66.69	44.1009	15	116	88	2.69731	33.02931	96.1616	1	1
12718	-66.69	44.1009	15	116	88	2.69731	33.02931	96.1616	1	1
12719	-66.69	44.1009	15	116	88	2.69731	33.02931	96.1616	1	1
12720	-66.69	44.1009	15	116	88	2.69731	33.02931	96.1616	1	1
12721	-66.713	44.1349	15	116	89	5.74189	32.87022	81.0196	1	1
12722	-66.713	44.1349	15	116	89	5.74189	32.87022	81.0196	1	1
12723	-66.713	44.1349	15	116	89	5.74189	32.87022	81.0196	1	1
12724	-66.713	44.1349	15	116	89	5.74189	32.87022	81.0196	1	1
12725	-66.713	44.1349	15	116	89	5.74189	32.87022	81.0196	1	1
12726	-66.713	44.1349	15	116	89	5.74189	32.87022	81.0196	1	1
12727	-66.713	44.1349	15	116	89	5.74189	32.87022	81.0196	1	1
12728	-66.713	44.1349	15	116	89	5.74189	32.87022	81.0196	1	1
12729	-66.713	44.1349	15	116	89	5.74189	32.87022	81.0196	1	1
12730	-66.713	44.1349	15	116	89	5.74189	32.87022	81.0196	1	1
13191	-66.6254	44.0815	15	117	87	3.17933	32.84191	99.8181	1	1
13192	-66.6254	44.0815	15	117	87	3.17933	32.84191	99.8181	1	1
13193	-66.6254	44.0815	15	117	87	3.17933	32.84191	99.8181	1	1
13194	-66.6254	44.0815	15	117	87	3.17933	32.84191	99.8181	1	1
13195	-66.6254	44.0815	15	117	87	3.17933	32.84191	99.8181	1	1
13196	-66.6254	44.0815	15	117	87	3.17933	32.84191	99.8181	1	1
13197	-66.6254	44.0815	15	117	87	3.17933	32.84191	99.8181	1	1
