ind_ID	long0	lat0	z0	i0	j0	temp0	sal0	xyz0	dev_stage0	ocean_ID0
11291	-66.86236	44.09023	15	112	89	5.87815	33.87124	163.83264	1.05326	1
11292	-66.86284	44.08996	15	112	89	5.8794	33.87192	163.91521	1.05326	1
11293	-66.86234	44.08992	15	112	89	5.88107	33.87133	163.82492	1.05324	1
11294	-66.86243	44.08992	15	112	89	5.8809	33.87144	163.84053	1.05325	1
11295	-66.86272	44.08996	15	112	89	5.87955	33.87181	163.89934	1.05326	1
11296	-66.86269	44.09032	15	112	89	5.87648	33.87167	163.90157	1.05325	1
11297	-66.86222	44.08989	15	112	89	5.88185	33.87117	163.79773	1.05321	1
11298	-66.86222	44.08965	15	112	89	5.884	33.87128	163.79865	1.05322	1
11299	-66.86252	44.09036	15	112	89	5.87653	33.87139	163.86333	1.05325	1
11300	-66.86237	44.08992	15	112	89	5.88111	33.87132	163.82263	1.05323	1
11711	-66.81754	44.12147	15	114	90	6.38398	33.79716	149.56917	1.04956	1
11712	-66.81757	44.12172	15	114	90	6.38067	33.79725	149.77477	1.04955	1
11713	-66.81749	44.1214	15	114	90	6.3855	33.79704	149.51344	1.04954	1
11714	-66.81701	44.12144	15	114	90	6.39151	33.79625	149.4323	1.04954	1
11715	-66.81757	44.1214	15	114	90	6.38474	33.79715	149.52005	1.04953	1
11716	-66.81798	44.12145	15	114	90	6.37879	33.79782	149.65221	1.04956	1
11717	-66.81776	44.12163	15	114	90	6.37913	33.79756	149.74818	1.04955	1
11718	-66.81772	44.12147	15	114	90	6.38171	33.79745	149.60324	1.04955	1
11719	-66.81783	44.12149	15	114	90	6.37968	33.79765	149.66336	1.04956	1
11720	-66.81782	44.12158	15	114	90	6.37942	33.79758	149.71613	1.04956	1
12161	-66.76585	44.12464	15	115	89	6.54304	33.74209	132.72742	1.05553	1
12162	-66.76531	44.1245	15	115	89	6.53676	33.74191	132.27231	1.05559	1
12163	-66.7658	44.12426	15	115	89	6.54126	33.74167	131.98135	1.05551	1
12164	-66.76552	44.12468	15	115	89	6.53985	33.74211	132.67641	1.05553	1
12165	-66.76585	44.12446	15	115	89	6.5426	33.7419	132.39523	1.0555	1
12166	-66.7655	44.12467	15	115	89	6.53934	33.74211	132.67041	1.05556	1
12167	-66.76548	44.12473	15	115	89	6.53933	33.74218	132.7773	1.05555	1
12168	-66.76554	44.12482	15	115	89	6.54018	33.74227	132.95702	1.05555	1
12169	-66.76466	44.1251	15	115	89	6.53169	33.74255	133.20917	1.05565	1
12170	-66.76584	44.12453	15	115	89	6.54259	33.74195	132.47757	1.05552	1
12171	-66.78114	44.17274	15	115	90	5.82772	33.75771	181.44516	1.0624	1
12172	-66.78104	44.1727	15	115	90	5.8288	33.75768	181.40779	1.06237	1
12173	-66.78121	44.17269	15	115	90	5.82872	33.75777	181.44139	1.0624	1
12174	-66.78114	44.17247	15	115	90	5.83395	33.75781	181.32796	1.06235	1
12175	-66.7811	44.17259	15	115	90	5.8313	33.75774	181.36853	1.0624	1
12176	-66.78115	44.17255	15	115	90	5.83199	33.75778	181.36656	1.0624	1
12177	-66.78102	44.17278	15	115	90	5.82666	33.75764	181.44722	1.06239	1
12178	-66.78093	44.17247	15	115	90	5.83415	33.75771	181.2881	1.06234	1
12179	-66.78059	44.17315	15	115	90	5.81867	33.7573	181.52327	1.06237	1
12180	-66.78086	44.17264	15	115	90	5.83045	33.75761	181.3476	1.06239	1
12701	-66.72704	44.13	15	116	89	5.91167	33.73691	121.81049	1.06021	1
12702	-66.72696	44.12986	15	116	89	5.90834	33.7368	121.49207	1.06021	1
12703	-66.72695	44.12991	15	116	89	5.90864	33.7368	121.56996	1.06022	1
12704	-66.72667	44.12984	15	116	89	5.89971	33.73643	121.15543	1.06018	1
12705	-66.7266	44.13016	15	116	89	5.90144	33.73643	121.66341	1.0602	1
12706	-66.72698	44.1302	15	116	89	5.9128	33.73691	122.1375	1.06021	1
12707	-66.72676	44.13003	15	116	89	5.90552	33.73664	121.60467	1.06021	1
12708	-66.727	44.12992	15	116	89	5.90961	33.73684	121.64451	1.06021	1
12709	-66.72705	44.12986	15	116	89	5.9099	33.73687	121.5515	1.06022	1
12710	-66.72678	44.12996	15	116	89	5.90503	33.73664	121.4854	1.0602	1
12711	-66.72698	44.16369	15	116	90	5.98832	33.72883	158.58665	1.05978	1
12712	-66.72699	44.1636	15	116	90	5.9888	33.72895	158.57129	1.05975	1
12713	-66.72674	44.16392	15	116	90	5.98556	33.72846	158.53409	1.05978	1
12714	-66.72674	44.16373	15	116	90	5.98511	33.7286	158.43658	1.05977	1
12715	-66.72633	44.1641	15	116	90	5.97946	33.7279	158.29164	1.05977	1
12716	-66.72668	44.1639	15	116	90	5.98464	33.72841	158.481	1.05977	1
12717	-66.7266	44.16351	15	116	90	5.98307	33.72864	158.25092	1.05974	1
12718	-66.72668	44.16387	15	116	90	5.98412	33.7284	158.4445	1.05977	1
12719	-66.72693	44.16372	15	116	90	5.9877	33.72876	158.56808	1.05976	1
12720	-66.72667	44.16368	15	116	90	5.98384	33.72854	158.35751	1.05975	1
12721	-66.74012	44.19833	15	116	91	6.13926	33.72633	180.52988	1.06026	1
12722	-66.73985	44.19836	15	116	91	6.14389	33.72609	180.49997	1.06027	1
12723	-66.7399	44.19845	15	116	91	6.14136	33.72615	180.50946	1.06024	1
12724	-66.74036	44.1982	15	116	91	6.13773	33.72648	180.54724	1.06024	1
12725	-66.74024	44.19814	15	116	91	6.14081	33.72636	180.53194	1.06024	1
12726	-66.73991	44.19854	15	116	91	6.13894	33.72622	180.51797	1.06027	1
12727	-66.74033	44.19815	15	116	91	6.13973	33.72641	180.53812	1.06025	1
12728	-66.74073	44.19817	15	116	91	6.13148	33.72679	180.58588	1.06021	1
12729	-66.73969	44.19842	15	116	91	6.14591	33.72596	180.48457	1.06028	1
12730	-66.73923	44.19869	15	116	91	6.14933	33.72564	180.44765	1.06028	1
13191	-66.67516	44.13046	15	117	89	4.86958	33.6832	85.54729	1.06091	1
13192	-66.67517	44.13048	15	117	89	4.87009	33.6832	85.57987	1.0609	1
13193	-66.67319	44.12973	15	117	89	4.84363	33.6809	84.28291	1.06091	1
13194	-66.67445	44.1302	15	117	89	4.86043	33.68236	85.07985	1.0609	1
13195	-66.67425	44.13019	15	117	89	4.85937	33.68211	85.04749	1.0609	1
13196	-66.67481	44.13022	15	117	89	4.86317	33.68279	85.19501	1.0609	1
13197	-66.67439	44.12995	15	117	89	4.85495	33.68233	84.74492	1.06092	1
13198	-66.67386	44.12984	15	117	89	4.85015	33.68171	84.54339	1.06091	1
13199	-66.67403	44.13025	15	117	89	4.85899	33.68181	85.06387	1.0609	1
13200	-66.67444	44.1303	15	117	89	4.86273	33.6823	85.2271	1.06091	1
13201	-66.70854	44.1704	15	117	90	5.79428	33.70837	148.26131	1.0618	1
13202	-66.70847	44.1704	15	117	90	5.79491	33.70835	148.19127	1.06177	1
13203	-66.70826	44.17046	15	117	90	5.79835	33.7083	148.04796	1.06178	1
13204	-66.70852	44.17056	15	117	90	5.79986	33.70836	148.33589	1.0618	1
13205	-66.70853	44.17043	15	117	90	5.79613	33.70836	148.25366	1.06174	1
13206	-66.70844	44.17081	15	117	90	5.80918	33.70835	148.45851	1.0618	1
13207	-66.7084	44.17098	15	117	90	5.81533	33.70836	148.56694	1.06177	1
13208	-66.70866	44.17047	15	117	90	5.79702	33.7084	148.41629	1.06178	1
13209	-66.70845	44.17054	15	117	90	5.79991	33.70835	148.28352	1.06176	1
13210	-66.70847	44.17039	15	117	90	5.79519	33.70834	148.1815	1.06178	1
13211	-66.71829	44.20243	15	117	91	6.29964	33.72763	181.5014	1.05989	1
13212	-66.71832	44.20229	15	117	91	6.30408	33.72743	181.47382	1.0599	1
13213	-66.71814	44.20264	15	117	91	6.29377	33.72798	181.55266	1.05988	1
13214	-66.71811	44.20267	15	117	91	6.2931	33.72803	181.56125	1.05988	1
13215	-66.7179	44.20275	15	117	91	6.29171	33.72824	181.59789	1.05986	1
13216	-66.71827	44.20267	15	117	91	6.29185	33.72796	181.54303	1.05988	1
13217	-66.71825	44.20251	15	117	91	6.29705	33.72775	181.51627	1.05988	1
13218	-66.71831	44.20232	15	117	91	6.30297	33.72749	181.48273	1.05991	1
13219	-66.71779	44.20264	15	117	91	6.29524	33.72818	181.59724	1.05988	1
13220	-66.71803	44.20258	15	117	91	6.29615	33.72795	181.55466	1.05988	1
13721	-66.53939	44.07859	15	119	86	6.8551	33.64911	95.70136	1.06965	1
13722	-66.5391	44.07896	15	119	86	6.85686	33.64828	95.46928	1.06961	1
13723	-66.53898	44.07874	15	119	86	6.85081	33.64854	95.52293	1.06962	1
13724	-66.53921	44.07877	15	119	86	6.85529	33.64866	95.57086	1.06962	1
13725	-66.53957	44.07878	15	119	86	6.86269	33.64894	95.67344	1.06964	1
13726	-66.53943	44.07872	15	119	86	6.85835	33.64893	95.65764	1.06964	1
13727	-66.53906	44.07893	15	119	86	6.85587	33.64829	95.46793	1.06962	1
13728	-66.53868	44.07863	15	119	86	6.84316	33.64849	95.48596	1.06961	1
13729	-66.53919	44.07878	15	119	86	6.85522	33.64863	95.56198	1.06962	1
13730	-66.53947	44.07872	15	119	86	6.85921	33.64899	95.67622	1.06964	1
13731	-66.61356	44.12399	15	118	88	5.52215	33.63619	92.71078	1.0585	1
13732	-66.61398	44.12394	15	118	88	5.51986	33.6367	92.77732	1.05853	1
13733	-66.61336	44.12403	15	118	88	5.52284	33.63594	92.67539	1.0585	1
13734	-66.61344	44.12394	15	118	88	5.52381	33.63612	92.70646	1.0585	1
13735	-66.61354	44.124	15	118	88	5.52208	33.63619	92.7102	1.05846	1
13736	-66.61366	44.12393	15	118	88	5.52235	33.63637	92.73753	1.05851	1
13737	-66.61357	44.1236	15	118	88	5.52892	33.63656	92.79131	1.05854	1
13738	-66.61353	44.12392	15	118	88	5.52358	33.63623	92.72247	1.0585	1
13739	-66.61373	44.12394	15	118	88	5.52193	33.63642	92.74402	1.05852	1
13740	-66.61388	44.124	15	118	88	5.51971	33.63652	92.75013	1.05851	1
13741	-66.68589	44.1609	15	117	89	5.70241	33.69292	117.69702	1.06061	1
13742	-66.68532	44.16141	15	117	89	5.72722	33.69246	117.34984	1.06068	1
13743	-66.68516	44.16156	15	117	89	5.7341	33.69232	117.23823	1.06068	1
13744	-66.68552	44.16138	15	117	89	5.72362	33.69264	117.53449	1.06064	1
13745	-66.68517	44.16141	15	117	89	5.72853	33.69232	117.19585	1.06066	1
13746	-66.68584	44.16191	15	117	89	5.73998	33.69299	118.04862	1.06072	1
13747	-66.68556	44.16133	15	117	89	5.72163	33.69268	117.56182	1.06067	1
13748	-66.68544	44.16122	15	117	89	5.71916	33.69254	117.38603	1.06065	1
13749	-66.68489	44.16104	15	117	89	5.7176	33.69199	116.75082	1.06059	1
13750	-66.68505	44.16151	15	117	89	5.73304	33.69223	117.12097	1.06067	1
13751	-66.69737	44.19691	15	117	90	6.29504	33.73055	172.25391	1.06145	1
13752	-66.69691	44.19659	15	117	90	6.29137	33.73011	171.41859	1.06144	1
13753	-66.69669	44.1968	15	117	90	6.2912	33.73047	171.63499	1.06146	1
13754	-66.69691	44.1963	15	117	90	6.29032	33.72962	170.94069	1.06143	1
13755	-66.69698	44.19649	15	117	90	6.29144	33.72992	171.3019	1.06143	1
13756	-66.697	44.19672	15	117	90	6.2924	33.7303	171.69887	1.06144	1
13757	-66.69693	44.19699	15	117	90	6.2931	33.73076	172.11897	1.06145	1
13758	-66.69659	44.19645	15	117	90	6.28936	33.72991	170.97289	1.06143	1
13759	-66.69647	44.19629	15	117	90	6.28823	33.72969	170.64832	1.06143	1
13760	-66.69721	44.1969	15	117	90	6.29423	33.73055	172.1358	1.06145	1
13761	-66.66727	44.2391	15	118	91	5.80755	33.75018	193.13319	1.07168	1
13762	-66.667	44.23862	15	118	91	5.82359	33.74991	193.16159	1.07176	1
13763	-66.66735	44.23883	15	118	91	5.81564	33.75012	193.10619	1.07175	1
13764	-66.66631	44.2388	15	118	91	5.8224	33.74968	193.29973	1.07177	1
13765	-66.66702	44.23882	15	118	91	5.8178	33.74998	193.16835	1.07173	1
13766	-66.66676	44.23867	15	118	91	5.82342	33.74983	193.20975	1.07177	1
13767	-66.66672	44.23855	15	118	91	5.82771	33.74976	193.21275	1.07174	1
13768	-66.66688	44.23866	15	118	91	5.8233	33.74987	193.18832	1.07173	1
13769	-66.66682	44.2388	15	118	91	5.81929	33.7499	193.20357	1.07174	1
13770	-66.66749	44.23906	15	118	91	5.80755	33.75026	193.08997	1.07169	1
14241	-66.41893	44.03896	15	120	84	7.40221	33.62729	69.93044	1.07647	1
14242	-66.41857	44.03889	15	120	84	7.40114	33.62709	69.89366	1.07649	1
14243	-66.41905	44.03882	15	120	84	7.39805	33.62731	69.94603	1.07644	1
14244	-66.41894	44.03896	15	120	84	7.40213	33.62729	69.93158	1.07645	1
14245	-66.41917	44.03862	15	120	84	7.39083	33.62731	69.96317	1.07642	1
14246	-66.41874	44.03872	15	120	84	7.39528	33.62712	69.91319	1.07646	1
14247	-66.41899	44.0388	15	120	84	7.39712	33.62727	69.94064	1.07644	1
14248	-66.41916	44.03862	15	120	84	7.39164	33.6273	69.95847	1.07642	1
14249	-66.41884	44.03891	15	120	84	7.40122	33.62723	69.92242	1.07647	1
14250	-66.41901	44.03873	15	120	84	7.39498	33.62725	69.94072	1.07645	1
14251	-66.62672	44.14654	15	118	89	5.18021	33.63456	89.55994	1.05868	1
14252	-66.62624	44.14614	15	118	89	5.16541	33.63379	89.53323	1.05864	1
14253	-66.62778	44.14678	15	118	89	5.18679	33.6355	89.75673	1.05872	1
14254	-66.62714	44.14674	15	118	89	5.18828	33.6351	89.61298	1.05873	1
14255	-66.62699	44.14647	15	118	89	5.17696	33.63466	89.63342	1.05871	1
14256	-66.62661	44.14624	15	118	89	5.16812	33.63414	89.59591	1.05866	1
14257	-66.62686	44.14614	15	118	89	5.16249	33.63417	89.67895	1.05863	1
14258	-66.62667	44.14623	15	118	89	5.16671	33.63415	89.61786	1.05866	1
14259	-66.62686	44.14666	15	118	89	5.18516	33.6348	89.56507	1.0587	1
14260	-66.62691	44.14621	15	118	89	5.16437	33.63425	89.67776	1.05865	1
14261	-66.67041	44.179	15	117	90	6.36895	33.6919	116.60265	1.06562	1
14262	-66.67001	44.17892	15	117	90	6.37603	33.69137	115.92014	1.06564	1
14263	-66.67017	44.17875	15	117	90	6.37236	33.69127	115.85161	1.06559	1
14264	-66.67032	44.17902	15	117	90	6.37044	33.69188	116.55291	1.0656	1
14265	-66.67021	44.17868	15	117	90	6.3706	33.69121	115.80309	1.06556	1
14266	-66.67014	44.1793	15	117	90	6.37591	33.69209	116.72359	1.06562	1
14267	-66.66995	44.17905	15	117	90	6.3779	33.69156	116.10209	1.06566	1
14268	-66.67014	44.17923	15	117	90	6.37562	33.69199	116.61326	1.06565	1
14269	-66.67009	44.17926	15	117	90	6.37592	33.69199	116.60572	1.06566	1
14270	-66.67033	44.17872	15	117	90	6.36911	33.69138	116.01807	1.06558	1
14271	-66.67564	44.20448	15	118	90	6.2755	33.74228	173.11635	1.06769	1
14272	-66.67628	44.20385	15	118	90	6.27055	33.74189	172.12749	1.06751	1
14273	-66.67542	44.20472	15	118	90	6.27709	33.74247	173.52834	1.06776	1
14274	-66.67577	44.20427	15	118	90	6.27473	33.74208	172.73502	1.06765	1
14275	-66.67564	44.2041	15	118	90	6.27653	33.74167	172.22377	1.0677	1
14276	-66.67632	44.20378	15	118	90	6.27044	33.74179	171.97987	1.06752	1
14277	-66.67523	44.20448	15	118	90	6.2794	33.74194	172.8651	1.06776	1
14278	-66.6754	44.20463	15	118	90	6.27764	33.74231	173.31454	1.06778	1
14279	-66.67529	44.20523	15	118	90	6.27765	33.74314	174.662	1.06785	1
14280	-66.67551	44.20467	15	118	90	6.27638	33.74247	173.4724	1.06776	1
14281	-66.62029	44.25767	15	119	91	5.89656	33.73213	197.7619	1.07171	1
14282	-66.62002	44.25792	15	119	91	5.89905	33.73185	197.78656	1.07168	1
14283	-66.61975	44.25904	15	119	91	5.90749	33.73058	197.84529	1.07175	1
14284	-66.61926	44.25947	15	119	91	5.91299	33.73005	197.89186	1.07172	1
14285	-66.61982	44.25842	15	119	91	5.90297	33.73129	197.81696	1.07173	1
14286	-66.6197	44.25819	15	119	91	5.902	33.73153	197.81477	1.07167	1
14287	-66.61985	44.25868	15	119	91	5.90455	33.731	197.82559	1.07174	1
14288	-66.61922	44.25854	15	119	91	5.9063	33.73111	197.85596	1.07169	1
14289	-66.61977	44.25854	15	119	91	5.90397	33.73115	197.8246	1.07173	1
